datetime,0,3,5,6,8,9,11,12
2021-07-12 19:24:44.282415,NoKey, 163, 105, 33, 142, 222, 196, 149
2021-07-12 19:24:44.946175,NoKey, 163, 105, 33, 143, 223, 196, 149
2021-07-12 19:24:44.958272,NoKey, 163, 106, 33, 143, 222, 196, 148
2021-07-12 19:24:44.966298,NoKey, 162, 106, 33, 143, 222, 196, 148
2021-07-12 19:24:44.978698,NoKey, 163, 105, 33, 142, 221, 197, 147
2021-07-12 19:24:44.986672,NoKey, 162, 106, 34, 143, 221, 197, 148
2021-07-12 19:24:44.999442,NoKey, 163, 106, 33, 143, 221, 197, 147
2021-07-12 19:24:45.011102,NoKey, 162, 105, 33, 143, 220, 197, 147
2021-07-12 19:24:45.020239,NoKey, 162, 106, 33, 143, 219, 197, 146
2021-07-12 19:24:45.031910,NoKey, 161, 107, 33, 144, 219, 197, 145
2021-07-12 19:24:45.044350,NoKey, 161, 106, 33, 143, 218, 197, 145
2021-07-12 19:24:45.052744,NoKey, 161, 106, 33, 144, 217, 197, 145
2021-07-12 19:24:45.065331,NoKey, 161, 107, 33, 144, 217, 197, 145
2021-07-12 19:24:45.077469,NoKey, 161, 107, 33, 144, 216, 197, 144
2021-07-12 19:24:45.085178,NoKey, 161, 106, 33, 144, 216, 198, 144
2021-07-12 19:24:45.097658,NoKey, 161, 107, 33, 144, 216, 197, 144
2021-07-12 19:24:45.105739,NoKey, 161, 107, 32, 144, 216, 197, 144
2021-07-12 19:24:45.118232,NoKey, 161, 107, 33, 144, 216, 198, 144
2021-07-12 19:24:45.130061,NoKey, 161, 106, 33, 144, 216, 198, 145
2021-07-12 19:24:45.138749,NoKey, 161, 107, 33, 144, 216, 198, 145
2021-07-12 19:24:45.150918,NoKey, 161, 107, 33, 144, 217, 197, 145
2021-07-12 19:24:45.163126,NoKey, 162, 107, 33, 145, 218, 198, 146
2021-07-12 19:24:45.171452,NoKey, 162, 107, 33, 144, 218, 198, 146
2021-07-12 19:24:45.183672,NoKey, 162, 107, 33, 145, 218, 198, 147
2021-07-12 19:24:45.192049,NoKey, 163, 107, 33, 145, 218, 198, 148
2021-07-12 19:24:45.204182,NoKey, 163, 108, 33, 145, 220, 198, 148
2021-07-12 19:24:45.216410,NoKey, 164, 108, 33, 145, 221, 198, 149
2021-07-12 19:24:45.224626,NoKey, 166, 108, 34, 145, 222, 199, 150
2021-07-12 19:24:45.236719,NoKey, 167, 108, 33, 145, 223, 200, 151
2021-07-12 19:24:45.249195,NoKey, 169, 108, 33, 146, 224, 201, 153
2021-07-12 19:24:45.257369,NoKey, 171, 109, 33, 146, 225, 202, 155
2021-07-12 19:24:45.269569,NoKey, 173, 109, 34, 146, 227, 202, 156
2021-07-12 19:24:45.281844,NoKey, 176, 110, 33, 146, 228, 203, 158
2021-07-12 19:24:45.290277,NoKey, 178, 110, 33, 146, 230, 204, 159
2021-07-12 19:24:45.302415,NoKey, 181, 110, 33, 146, 231, 203, 160
2021-07-12 19:24:45.310359,NoKey, 183, 111, 33, 145, 231, 204, 161
2021-07-12 19:24:45.322929,NoKey, 185, 111, 33, 145, 231, 204, 163
2021-07-12 19:24:45.334975,NoKey, 187, 111, 33, 146, 232, 205, 163
2021-07-12 19:24:45.343788,NoKey, 188, 111, 33, 145, 232, 204, 165
2021-07-12 19:24:45.355716,NoKey, 189, 111, 33, 145, 233, 205, 166
2021-07-12 19:24:45.367908,NoKey, 191, 112, 33, 146, 235, 205, 167
2021-07-12 19:24:45.376310,NoKey, 192, 112, 33, 147, 235, 206, 168
2021-07-12 19:24:45.388451,NoKey, 193, 112, 33, 147, 236, 207, 170
2021-07-12 19:24:45.396999,NoKey, 192, 113, 34, 148, 237, 208, 172
2021-07-12 19:24:45.408879,NoKey, 191, 113, 33, 148, 237, 210, 173
2021-07-12 19:24:45.420392,b,,,,,,,
2021-07-12 19:24:45.420763,NoKey, 192, 114, 33, 149, 237, 211, 173
2021-07-12 19:24:45.429150,NoKey, 194, 114, 33, 150, 237, 212, 174
2021-07-12 19:24:45.441325,NoKey, 194, 114, 33, 150, 237, 212, 173
2021-07-12 19:24:45.453878,NoKey, 194, 114, 33, 150, 236, 213, 173
2021-07-12 19:24:45.461941,NoKey, 193, 115, 33, 150, 237, 213, 173
2021-07-12 19:24:45.474049,NoKey, 192, 115, 33, 151, 235, 214, 173
2021-07-12 19:24:45.486204,NoKey, 190, 116, 33, 151, 233, 215, 170
2021-07-12 19:24:45.494985,NoKey, 188, 116, 33, 151, 230, 216, 168
2021-07-12 19:24:45.506760,NoKey, 186, 116, 34, 151, 229, 217, 167
2021-07-12 19:24:45.515255,NoKey, 184, 117, 33, 152, 227, 217, 165
2021-07-12 19:24:45.527979,NoKey, 179, 118, 33, 152, 226, 217, 163
2021-07-12 19:24:45.539946,NoKey, 176, 118, 33, 152, 226, 217, 162
2021-07-12 19:24:45.548378,NoKey, 173, 119, 34, 152, 226, 217, 161
2021-07-12 19:24:45.560334,NoKey, 172, 120, 33, 152, 226, 217, 160
2021-07-12 19:24:45.572646,NoKey, 172, 122, 33, 152, 226, 217, 160
2021-07-12 19:24:45.581023,NoKey, 173, 124, 34, 152, 226, 218, 159
2021-07-12 19:24:45.593105,NoKey, 173, 126, 34, 153, 226, 218, 159
2021-07-12 19:24:45.601300,NoKey, 173, 128, 33, 154, 226, 218, 159
2021-07-12 19:24:45.613889,NoKey, 173, 130, 34, 154, 226, 219, 158
2021-07-12 19:24:45.625935,NoKey, 171, 130, 34, 155, 226, 220, 158
2021-07-12 19:24:45.634092,NoKey, 171, 132, 34, 155, 225, 220, 158
2021-07-12 19:24:45.636267,i,,,,,,,
2021-07-12 19:24:45.646156,NoKey, 170, 133, 34, 155, 224, 220, 158
